Steam ID,Community Visibility State,Profile State,Persona Name,Profile URL,Avatar URL,Avatar Medium URL,Avatar Full URL,Avatar Hash,Last Logoff,Persona State,Primary Clan ID,Time Created,Persona State Flags
76561198302458528,3,1,GoldeNN,https://steamcommunity.com/profiles/76561198302458528/,https://avatars.steamstatic.com/5097670f974510e519544fa365eb07d164eedf02.jpg,https://avatars.steamstatic.com/5097670f974510e519544fa365eb07d164eedf02_medium.jpg,https://avatars.steamstatic.com/5097670f974510e519544fa365eb07d164eedf02_full.jpg,5097670f974510e519544fa365eb07d164eedf02,1724798801,0,103582791429521408,1462559158,0
